0.0	1.83056901969
0.2	2.23812324921
0.4	1.49756468196
0.6	1.6110533374
0.8	3.36954987588
1.0	2.52991594013
1.2	1.85358639222
1.4	2.82712290917
1.6	3.29429888823
1.8	2.38561303922
2.0	2.69998820393
2.2	3.68258389904
2.4	2.31836157688
2.6	2.36928073675
2.8	3.97458021584
3.0	4.49206819075
3.2	3.28087962457
3.4	3.69818849651
3.6	3.04548421047
3.8	2.93917345001
4.0	4.62053050478
4.2	4.81683151916
4.4	4.23010591749
4.6	4.33062231446
4.8	3.97880089029
5.0	3.56622843572
5.2	3.96629300111
5.4	5.42226408885
5.6	4.37004455435
5.8	5.05126997343
6.0	4.29740133216
6.2	5.53255125465
6.4	5.22384307056
6.6	5.44524550975
6.8	5.81744751411
7.0	4.9477670273
7.2	5.20372972493
7.4	5.37910156172
7.6	5.86520390324
7.8	6.08466062114
8.0	5.37995719826
8.2	5.39944028953
8.4	5.92325333434
8.6	6.57691973687
8.8	5.96654933112
9.0	5.71632606117
9.2	7.46726586483
9.4	7.63447733618
9.6	7.47657535123
9.8	6.34280502999
